topic,answer,question
Choreo Organization Definition,"Think of an organization as a dedicated workspace or container for your users and all the resources they create and manage within the platform.

    Its main purposes are:

    *   **Logical Grouping:** It groups together users and all the cloud-native applications, services, and other resources they develop and deploy.
    *   **Isolation:** A key feature is isolation. Users and resources within one organization cannot access resources in another organization by default. This provides a clear boundary for security and management.
    *   **Access Control:** The organization is where user permissions are managed. This is done through a system of **Groups** and **Roles**. You can add users to groups, and these groups have specific roles assigned to them. Users in a group automatically inherit the permissions granted by the roles assigned to that group. For example, an 'Admin' role might have permissions to manage users and projects across the organization, while a 'Developer' role might focus on building and deploying components within specific projects.

    When you first sign in, you typically create or join an organization, and all your subsequent work (creating projects, components, etc.) happens within that organization's context. If you are a member of multiple organizations, you can switch between them to access different sets of resources and collaborate with different teams.","I'm new to the platform and trying to understand the basics. What is the main purpose of an ""organization,"" and how does it help manage who can access and work with resources like applications or services?"
Choreo Organization Definition,"Understanding the relationship between organizations, data planes, projects, and environments is crucial for planning your deployments. Here's how they connect within the platform's resource hierarchy:

    *   **Organization:** At the highest level is the organization. It's the container for all your projects and data planes.
    *   **Data Planes:** Data planes (where your applications actually run) are connected *to the organization*. This means that data planes are available for *all projects* within that organization. Whether you use a shared cloud data plane or a dedicated private data plane, that infrastructure is associated with the organization.
    *   **Projects:** Projects are logical groupings *within* an organization, typically representing a single cloud-native application or a set of closely related components. A project consists of one or more components.
    *   **Environments:** Environments (like Development, Staging, Production) are provisioned *per project*. Each project can choose which of the organization's available environments it will use. When you create an environment for a project, it gets linked to the data plane(s) connected to the organization, often mapping to a specific isolated namespace within the underlying Kubernetes cluster(s) in that data plane.

    **Implications for Sharing and Isolation:**

    *   **Data Plane Infrastructure:** The core data plane infrastructure is shared *across* all projects within an organization.
    *   **Environments:** Environments, while utilizing the organization's data plane, are typically specific *to a project*. Components within Project A are deployed to Project A's environments (e.g., Project A's Dev environment), and components in Project B are deployed to Project B's environments (e.g., Project B's Dev environment).
    *   **Runtime Isolation:** Services or components deployed in one environment are isolated and *cannot* communicate directly with services deployed in another environment, even if they belong to the same project and are running on the same underlying data plane cluster. This isolation is a fundamental principle for maintaining separation between deployment stages.
    *   **Resource Availability:** Data planes associated with the organization are available to all projects within it, allowing projects to provision their environments on this shared infrastructure. While multiple clusters can be associated with an environment for resilience, the underlying data plane capability stems from the organization level.

    In essence, the organization provides the shared infrastructure layer (data planes), while projects define the application boundaries, and environments within projects provide the isolated deployment stages on that infrastructure.","We're planning our deployment strategy across different environments (like development and production) and potentially multiple projects within our team. How does the organization structure relate to data planes, projects, and environments, and what does this mean for sharing or isolating resources at runtime?"
Switching Organizations,"If you are a member of more than one organization, you can easily switch between them directly within the platform's console. To do this, look for the **Organization** list located in the header of the console. Clicking on this list will display all the organizations you are a member of. Simply select the name of the organization you wish to switch to from the list, and the console will update to show the resources (like projects and components) belonging to that selected organization.","I've been invited to join another team's workspace in the platform, and they told me it's a different ""organization"". How can I switch between my original organization and this new one to access their projects and components?"
Switching Organizations,"The fundamental implication of being a member of two different organizations (""Org A"" and ""Org B"") is that resources (like projects, components, etc.) within ""Org A"" are isolated from resources within ""Org B"". By default, users and resources in one organization **cannot access** resources in another organization.

    You need to switch organizations because each organization acts as a distinct, isolated boundary for its users and resources. The platform is designed this way to enforce security, data privacy, and administrative separation. You wouldn't see all resources combined because that would violate this isolation principle. You must actively switch to the specific organization that contains the resources you want to work with or access, ensuring that you are operating within the correct security and administrative context for those resources. Accessing resources across organization boundaries is only possible if an administrator from the other organization explicitly invites you and adds you as a member, and even then, you still need to switch to that organization to interact with its resources.","I understand that organizations are logical groupings of users and resources. If I am a member of two different organizations, say ""Org A"" and ""Org B"", what is the fundamental implication regarding resource access between these two organizations? Why would someone need to switch organizations rather than seeing all resources combined?"
Managing User Permissions (Groups & Roles),"User permissions are managed primarily through the concepts of groups and roles to provide a structured way to control access within your organization.

    *   **Roles:** A role is essentially a definition of a specific set of permissions or capabilities. For example, the 'Admin' role has permissions for administrative tasks like user management, while the 'API Publisher' role has permissions related to managing APIs.
    *   **Groups:** A group is a collection of users. Instead of assigning roles directly to each individual user, users are added to groups.
    *   **How they work together:** Roles are assigned to groups. When a user is added to a group, they automatically inherit all the roles that have been assigned to that group. This means the user gains all the permissions associated with those roles. This approach simplifies managing permissions, especially in organizations with many users, as you manage access at the group level rather than individually for each user. The platform comes with several predefined groups already linked to specific roles, like the 'Admin' group having the 'Admin' role, and the 'Developer' group having the 'Developer' role. When you create new groups, you must assign roles to them so that the users added to those groups receive the necessary permissions.","I'm trying to understand how user permissions are structured within the platform. Can you explain the core concepts of ""groups"" and ""roles"" and how they work together to control what users can access and do within an organization?"
Managing User Permissions (Groups & Roles),"Based on the standard setup, the most appropriate way to grant your new team member the necessary permissions for developing and deploying applications, without giving them administrative or billing access, is to add them to the **Developer** group.

    Here's why and what capabilities they will gain:

    1.  **Identifying the Need:** Your team member needs to ""develop, deploy, and manage cloud native applications.""
    2.  **Finding the Match:** Reviewing the predefined roles, the ""Developer"" role is explicitly described as being for users who ""Develops, deploys, and manages cloud-native applications at scale.""
    3.  **Using Groups:** The platform uses groups to assign roles efficiently. There is a predefined group called ""Developer"" which is defined as a ""collection of users who have the Developer role.""
    4.  **Action:** Add the new team member to the **Developer** group.
    5.  **Outcome:** By adding the user to the **Developer** group, they automatically inherit the **Developer** role. This role grants them the specific capabilities required for their job, which is to develop, deploy, and manage cloud-native applications. They will not automatically receive roles like 'Admin' or 'Billing Admin' by being in this group, thus restricting their access to user management or billing functions as desired.","A new team member is joining, and their main responsibility will be developing and deploying our applications. They won't need access to billing information or the ability to manage other users. What's the recommended way to grant them the necessary permissions using the standard setup, and what specific capabilities will they have?"
Choreo User Groups,"The platform uses a system of groups and roles to manage user permissions within an organization. To grant a developer the ability to manage deployment and monitoring, you would typically add them to a predefined group like `Choreo Platform Engineer`. Users added to this group automatically inherit the permissions associated with the `Choreo Platform Engineer` role, which specifically covers tasks related to deployment, monitoring, and reliability of components. This group-based approach simplifies permission management by allowing you to assign capabilities to teams or individuals based on their functional roles.","I'm new to this platform and need to understand how users get specific permissions within an organization. For instance, if I want a developer on my team to be able to manage the deployment and monitoring of their components, how would the platform's user management system typically grant them those capabilities?"
Choreo User Groups,"The platform provides several predefined groups, each associated with specific roles and permissions, designed to cater to common user types within an organization.
    *   For users who need to publish and manage APIs, you would add them to the `API Publisher` group. This group grants the `API Publisher` role, enabling them to discover, create, publish, delete, test, and manage APIs.
    *   For users who only need to use (subscribe to) existing APIs, you would add them to the `API Subscriber` group. This group provides the `API Subscriber` role, allowing them to subscribe to APIs, manage their subscriptions and applications, and generate and manage API keys.
    *   Similarly, there are predefined groups like `Admin`, `Billing Admin`, and `Developer` with corresponding roles that define their specific permissions within the organization. This structure allows you to easily assign appropriate access levels based on a user's responsibilities.","We have different types of users in our organization, some who publish APIs, some who only consume them, and some who handle billing. How does the platform accommodate these different user types using its predefined user management features? Can you give examples for API publishers and subscribers?"
Choreo User Roles,"User permissions are managed through two main concepts: **Groups** and **Roles**.
    *   **Roles** define specific sets of permissions, outlining what actions a user can perform within the platform (e.g., deploy components, manage APIs, administer users).
    *   **Groups** are collections of users. Roles are assigned to groups, and any user who is a member of a group automatically inherits the permissions associated with the roles assigned to that group. This simplifies permission management by allowing you to assign roles to groups rather than individual users.

    Here are a few examples of predefined roles and their typical responsibilities:
    *   **Admin:** Has comprehensive permissions to perform all administrative tasks, including managing users, projects, and platform settings.
    *   **Developer:** Primarily focuses on developing, deploying, and managing cloud-native applications.
    *   **API Publisher:** Can discover, create, publish, delete, test, and manage APIs.
    *   **API Subscriber:** Can subscribe to APIs, manage their subscriptions and applications, and generate API keys.

    By assigning users to appropriate groups with specific roles, administrators can effectively control access and permissions within the organization.","I'm trying to understand how user permissions are organized. What are the fundamental concepts used to manage who can do what, and can you give me a few examples of different types of users and what they are typically allowed to do?"
Choreo User Roles,"Regarding the 'Choreo DevOps' and 'Choreo Platform Engineer' roles, the 'Choreo DevOps' role has been replaced by the 'Choreo Platform Engineer' role. The 'Choreo Platform Engineer' role is designed for users who perform infrastructure, governance, service mesh, and monitoring tasks. Organizations that existed before this change might still see and use both roles with their previously defined functionalities. Essentially, 'Choreo Platform Engineer' is the current standard role for platform operations and management tasks, evolving from the 'Choreo DevOps' concept.

    When you add a user to a group that has a specific role (like 'Choreo Platform Engineer') assigned to it, the user receives permissions through inheritance:
    1.  You create or use an existing **Group**.
    2.  You assign one or more **Roles** (e.g., 'Choreo Platform Engineer', 'Developer') to this Group.
    3.  You add the **User** as a member of this Group.
    4.  The User automatically **inherits all the permissions** associated with every Role that has been assigned to the Group they are now a member of.

    This group-based permission model ensures that users automatically have the necessary access rights based on their team or functional role within the organization, defined by the roles assigned to their groups.","I noticed roles like 'Choreo DevOps' and 'Choreo Platform Engineer'. What's the difference between them, and if I put a user in a group assigned one of these roles, how exactly do they get the permissions?"
Choreo Organization ID,"The primary purpose of the Organization ID is to serve as a **unique, distinct identifier** for your specific organization within the platform. Think of it as a unique serial number or key assigned to your organization. This ID is crucial internally for the platform to manage and reference your organization's resources, users, and configurations.

    The Organization ID differs from the Organization Handle in that the Handle is a **unique string that directly corresponds to your organization's name**. While also unique, the Handle is more human-readable and often reflects the organization's chosen name, whereas the ID is a system-generated unique identifier.

    To find both, you typically navigate to the Settings section within the platform console, select your organization, and you'll find options to copy both the Organization ID and the Organization Handle.","I'm trying to understand the fundamental identity of my organization within the platform. What is the primary purpose of the Organization ID, and how is it different from the Organization Handle?"
Choreo Organization ID,"The unique Organization ID is fundamental to the platform's architecture for logical grouping and isolation. Because each organization has a distinct ID, the platform uses this identifier to ensure that:

    1.  **User and Resource Isolation:** Users and resources (like projects and components) created within your organization are logically contained and isolated from those in other organizations. Unless explicitly invited and added as a member to another organization, users and resources from one organization cannot access those belonging to another. The Organization ID acts as a boundary marker for this isolation.
    2.  **Project Containment:** Projects, which are logical groups of related components, belong to a specific organization. All components within a project are deployed within a single Kubernetes namespace associated with that project, but this project structure itself is nested under the organization identified by its unique ID.
    3.  **Data Plane Association:** Data planes, where applications are deployed and run, are connected to the organization. When you create environments within a project (which belongs to an organization), the data plane linked to that organization is utilized. The Organization ID implicitly links your organization's projects and environments to the specific data planes configured for it, whether it's a cloud data plane or a private data plane.

    In essence, the Organization ID is the top-level identifier that binds together all users, projects, components, and associated data plane deployments under a single administrative and logical umbrella, enforcing the principle of resource isolation between different organizations on the platform.","My team operates within a specific organization on the platform. How does the concept of a unique Organization ID relate to the logical grouping and isolation of our projects, components, and users? Also, in a scenario involving different data planes, how might the Organization ID play a role?"
Choreo Organization Handle,"The unique string that directly corresponds to your organization's name is called the **Organization Handle**.

    To locate your organization handle:
    1.  Sign in to the platform console. This will typically take you to the project home page.
    2.  Look for the ""Organization"" list (usually in the header) and select your organization if you are a member of multiple.
    3.  In the left navigation menu, find and click on ""Settings"".
    4.  On the settings page, again find the ""Organization"" list in the header and select it. This will open the organization-level settings page.
    5.  On this page, look for the section related to the Organization details, and you should see an option to ""Copy Handle"". Clicking this will give you the organization handle.","I'm new to the platform and need to find the unique identifier associated with my organization's name. What is this identifier called, and how can I locate it within the platform console?"
Choreo Organization Handle,"Both the Organization ID and the Organization Handle are unique identifiers for your organization, but they serve slightly different purposes and have different formats.

    *   **Organization Handle:** This is a unique string that is directly derived from or corresponds to your organization's human-readable name. It's often used in contexts where a more user-friendly, yet still unique, identifier is needed, potentially in URLs or configurations where referencing the organization by a memorable string is beneficial. It provides a direct link back to the organization's chosen name.

    *   **Organization ID:** This is typically a system-generated, unique identifier for the organization. While also unique, it's often a more technical or internal identifier, less tied to the user-facing name. It's commonly used internally by the platform for database lookups, API calls, and other backend operations where a stable, unambiguous identifier is required, regardless of the organization's name changing or needing a specific format.

    In essence, the Handle is a user-friendly, name-linked identifier, while the ID is a more technical, system-level identifier. You might need the Handle when configuring certain integrations or sharing information where the name-based identifier is expected, whereas the ID would be used for actions requiring precise, internal system referencing.","Could you explain the difference between the Organization ID and the Organization Handle? How are they related, and why might I need one versus the other?"
Choreo Project Definition,"In this platform, a ""Project"" serves as a fundamental organizational unit. It's defined as a logical grouping of related components that together typically form a single cloud-native application. Think of it as a dedicated space or container for a specific application.

    You would use a Project to group your services, APIs, tasks, and other components because it provides a unified context for managing them. All components within a Project are treated as a cohesive unit. At runtime, they are deployed into an isolated area (specifically, a single Kubernetes namespace). This grouping simplifies deployment workflows, allows components within the project to potentially communicate more easily (depending on configured visibility), and aligns with architectural patterns where an application is treated as a single deployable unit or ""cell"". Essentially, it keeps everything related to one application neatly together.","I'm starting to build applications on this platform and see the concept of a ""Project"". What exactly is a Project, and how does it help me organize the different pieces (like services and APIs) that make up my application?"
Choreo Project Definition,"Placing all your microservices within a single Project has significant technical implications for deployment and communication:

    1.  **Deployment Isolation:** All components belonging to a single Project are deployed into the same dedicated Kubernetes namespace. This provides a level of isolation from components in other projects.
    2.  **Network Visibility:** Components within the same Project can leverage the ""Project"" network visibility level. This setting allows a component to be accessible *only* to other components within the same project. This is ideal for internal microservices that shouldn't be exposed publicly or even to the entire organization, enhancing security and limiting the blast radius.
    3.  **Streamlined Management:** Environments (like development, staging, production) are associated with the Project. This means all microservices within that Project will share the same set of environments, simplifying the promotion of the entire application release across different stages.
    4.  **Internal Communication:** While direct communication within a namespace is inherently possible in Kubernetes, the platform's ""Connections"" feature allows components *within the same project* to easily discover and securely interact with each other using Connection IDs and environment variables, particularly when leveraging ""Project Connections"".

    In summary, grouping microservices in a single Project centralizes their deployment into a shared namespace and enables fine-grained ""Project"" level network visibility, making secure internal communication and overall application management more straightforward compared to managing disparate components across multiple projects.","My team is designing a microservices-based application where different services need to interact with each other frequently and securely. If we place all these microservices within a single ""Project"", what are the technical implications regarding how they are deployed and how they can communicate internally compared to having them in separate projects?"
Project Structure and Deployment,"Absolutely. Let's break down the fundamental building blocks and the typical deployment flow.

    *   **Components:** Think of a Component as the smallest deployable unit. It represents a single microservice, API, integration, or scheduled task. Each Component is linked to a specific directory path in your Git repository containing its code or Dockerfile. When deployed, a Component typically runs as a single pod in the underlying infrastructure. You manage and scale Components independently.
    *   **Projects:** A Project is a logical grouping of related Components that usually make up a single cloud-native application. All Components within a Project are deployed into a shared isolated space (a Kubernetes namespace) at runtime. Components within the same Project can easily communicate with each other, and you can control their network visibility (e.g., public, organization-wide, or project-internal).
    *   **Environments:** Environments are isolated deployment areas within the platform where your applications run. Each Project is associated with one or more Environments (like `development` and `production` by default in the cloud data plane). These environments are distinct, meaning services in one environment cannot directly communicate with services in another. Crucially, Environments are where you manage environment-specific configurations and secrets (like database credentials) which are injected into your Components at runtime.

    The typical path for your code follows a ""build once, deploy many"" strategy via the CI/CD pipeline:

    1.  **Code in Git:** Your application code resides in a Git repository.
    2.  **Build:** The platform automatically generates a build pipeline. When you trigger a build (either manually or automatically on commit), it takes the code from a specific Git commit, builds a container image, runs security scans, and pushes the image to a container registry. This image is built only *once* for that specific commit.
    3.  **Initial Deployment:** You deploy the built container image to an initial Environment, typically `development`. During this step, environment-independent configurations are applied, and environment-specific configurations for the development environment are injected. The platform uses rolling updates and health checks to ensure zero downtime during deployment.
    4.  **Promotion:** Once tested in the initial environment, you can promote the *same* container image to higher Environments (e.g., from `development` to `production`). When promoting, the environment-specific configurations and secrets for the target environment are applied at runtime.

    This process ensures that the exact same code and image are used across different stages, while environment-specific details are handled securely and separately.","I'm trying to understand how my application code is organized and deployed on this platform. Can you explain the core concepts like Components, Projects, and Environments, and how a piece of code typically moves from development to a production environment?"
Project Structure and Deployment,"The platform provides robust mechanisms for managing service interactions, configurations, and versioning.

    *   **Connecting Services (Connections):** The platform uses ""Connections"" to facilitate communication between your deployed services (both internal and third-party) and external resources. You can create Connections at two levels:
        *   **Project Connections:** These are shared and can be used by *any* Component within the same Project. Useful for resources or services that multiple components need access to (e.g., a shared third-party service).
        *   **Component Connections:** These are specific to a *single* Component. Useful for resources or services only that component needs to access (e.g., a legacy service integration).
        When you create a Connection, the platform provides a Connection ID and parameters. You map these parameters to environment variable names in your Component's code. At runtime, the platform securely injects the actual values for these parameters into the environment variables, allowing your service code to establish the connection programmatically without hardcoding sensitive details.

    *   **Managing Sensitive Configurations:** The platform strictly separates configuration from code.
        *   **Environment-Independent Configurations:** These apply to all environments and are managed during the initial deployment setup. Any changes require a new deployment to the initial environment and subsequent promotions.
        *   **Environment-Specific Configurations:** These are managed separately for each Environment (e.g., development, production). This is where you store sensitive credentials like database usernames/passwords or API keys. These configurations and secrets are encrypted at rest and in transit and stored securely. When a Component is deployed or promoted to a specific environment, the platform injects the configurations relevant to *that* environment at runtime. This ensures your development environment uses development credentials, and production uses production credentials, all while using the same built container image.

    *   **Handling Service Version Updates:** The platform simplifies versioning for services shared internally via its Marketplace.
        *   Services are displayed in the Marketplace by their major version (e.g., `v1`, `v2`).
        *   When a new minor version (e.g., `v1.3` after `v1.2`) of a service is deployed, the corresponding entry in the Marketplace automatically updates to represent this latest minor version within the `v1` major version.
        *   Crucially, if another service is configured to use the `v1` version of your updated service via a Connection, the platform automatically routes traffic to the *latest* minor version available within that major version (e.g., `v1.3`). This ""semantic-version-based intelligent routing"" ensures that dependent services automatically benefit from backward-compatible updates without requiring manual changes or redeployments for the consuming service.","My services need to interact with each other and with external systems like databases. How does this platform handle connecting services, managing sensitive credentials for different environments (like development vs. production), and what happens when I release a minor version update for a service that others are using?"
Choreo Resource Hierarchy Overview,"Understanding the platform's resource hierarchy is key to organizing your applications and teams effectively. The core organizational units you'll work with are:

    *   **Organization:** This is the highest level. It acts as a logical container for users and all resources belonging to a specific entity, like your company or a department. Resources and users within one organization are isolated from others unless explicitly shared or access is granted. You must belong to an organization to use the platform.
    *   **Project:** Within an Organization, a Project serves as a logical grouping for related components that together form a single cloud-native application. Think of a Project as representing one application or solution. All components within a Project typically share the same deployment environments and can potentially reside in the same Git repository (though this isn't strictly required). Projects help manage the lifecycle and deployment of an entire application as a unit.
    *   **Component:** This is the fundamental unit of work and deployment within a Project. A Component is a single microservice, API, scheduled task, or web application. Each Component is linked to a specific part of your source code repository and is deployed as a single container (mapping to a Kubernetes pod) at runtime. You manage and scale Components independently.

    In essence, you structure your work by creating an **Organization** (or joining an existing one), then creating **Projects** within that Organization for each of your applications, and finally defining **Components** within each Project for the individual services or tasks that make up that application.","I'm new to this platform and trying to figure out the basic structure for organizing my work. If I have multiple applications, each potentially involving several microservices or tasks, how should I group and manage these within the platform? What are the core organizational units I need to understand?"
Choreo Resource Hierarchy Overview,"The platform provides robust mechanisms for both service-to-service communication and environment-specific configuration management:

    1.  **Connecting to the Internal API (Using the Marketplace and Connections):**
        *   The internal API developed by the other team, once deployed to any environment, is automatically listed in the **Marketplace** for your organization.
        *   You can browse the Marketplace to discover this API, view its details (like the API definition), and find instructions on how to use it.
        *   To consume the API from your microservice, you create a **Connection**. Connections abstract the details of the target service. You can create either a Project Connection (if other components in your project also need this API) or a Component Connection (if only your specific microservice needs it).
        *   When creating the Connection, the platform provides a Connection ID and parameters. You configure your microservice to use this Connection ID and map the parameters to environment variables within your component's configuration.
        *   At runtime, the platform automatically injects the correct values for these environment variables based on the Connection configuration, allowing your microservice to programmatically connect to the internal API.
        *   A key benefit is **Semantic-version-based intelligent routing**. The Marketplace typically displays services based on their major version (e.g., `v1`). If the other team deploys a new *minor* or *patch* version (e.g., `v1.3` after you initially connected to `v1.2`), the Marketplace entry for `v1` automatically updates. Your microservice, configured to use the `v1` connection, will automatically have its traffic routed to the latest `v1.x` version (v1.3 in this example) without requiring any changes or redeployment on your part, assuming backward compatibility within the major version.

    2.  **Managing Environment-Specific Secrets:**
        *   The platform supports managing **Environment-specific configurations** and secrets.
        *   You define placeholders for your secrets (like API keys) in your component's configuration.
        *   On the **Deploy** page for your component, you can provide the actual secret values *per environment*. For example, you'll enter the 'Development' API key value for the Development environment card and the 'Production' API key value for the Production environment card.
        *   These secrets are stored securely (encrypted at rest and in transit) in a vault managed by the platform (or your own vault in a private data plane).
        *   When your component is deployed to a specific environment, the platform dynamically injects the secret values configured for *that environment* as environment variables into your component's runtime.
        *   This ensures a strict separation between your application code and sensitive environment-specific data, enhancing security and simplifying your CI/CD process, as the same container image can be deployed across different environments with different configurations/secrets injected at runtime. Any change to an environment's secrets triggers a new deployment to apply those changes.","I'm building a new microservice that needs to consume an internal API developed by another team in my organization. I also need to deploy my microservice to both a 'Development' and a 'Production' environment, each requiring different secrets (like API keys for external services). How does the platform facilitate securely connecting my service to the internal API and managing environment-specific secrets during deployment?"
Organizations & Data Planes Relationship,"In this platform's architecture, the 'organization' serves as a logical boundary that groups users and resources. The 'data plane', on the other hand, is the physical or virtual infrastructure where your applications are deployed and executed.

    The key relationship is that data planes are **connected to the organization**. This means that any data plane configured for your organization is available for use by *all* projects within that organization.

    If your organization uses a private data plane, it is designed to provide dedicated infrastructure for a *single* organization. Therefore, all projects and teams within your organization will utilize the private data plane(s) connected to *that specific organization*. You cannot have different teams within the *same* organization deploy to separate private data planes that are connected to *other* organizations. The data plane is scoped at the organization level.","I'm trying to understand the fundamental structure of this platform. How does the concept of an 'organization' relate to the 'data plane' where my applications actually run? Specifically, if my company uses a private data plane, can different teams within my organization deploy their applications to separate private data planes, or are they all tied to the one connected to our organization?"
Organizations & Data Planes Relationship,"The relationship between organizations, data planes, projects, and environments forms a hierarchy. An organization is connected to one or more data planes. Within an organization, you create projects. Environments are then provisioned *per project*.

    When you create an environment within a project, it is linked to the data plane(s) that are connected to your organization. All components deployed within that project's environments will run on the infrastructure provided by the organization's data plane(s).

    Yes, you absolutely *can* link environments within different projects (or even environments within the same project) to different underlying Kubernetes clusters, provided those clusters are part of the data plane infrastructure associated with your organization. The platform supports associating *multiple Kubernetes clusters* with a *single environment*. This multi-cluster capability allows you to build resilient solutions and distribute workloads across different clusters for a given environment within your organization's data plane, without requiring separate data planes for each project or environment. The key is that these clusters are all part of the infrastructure pool managed by your organization's data plane configuration.","We're setting up our projects and environments and trying to figure out the best way to structure things. Since data planes are tied to organizations, how does this impact the environments we create within our projects? Can environments in different projects within the same organization be linked to different underlying Kubernetes clusters, even if they're all using the same organization's data plane?"
Environments & Data Planes Relationship (Multi-Cluster),"Yes, the platform explicitly supports associating a single environment with multiple Kubernetes clusters. This capability is designed precisely for building highly resilient and resource-efficient solutions. When you associate multiple clusters with an environment, the platform synchronizes your applications and workloads across all those associated clusters. This allows you to manage deployments to these distributed clusters with a single deployment action within that environment. This setup ensures that your application can leverage the combined resources and fault tolerance provided by the multiple clusters tied to that specific environment.",Our team is designing a critical application that requires high availability and resilience. We understand that deploying across multiple Kubernetes clusters is a key strategy for this. How does the platform allow us to configure our application's deployment environments (like 'staging' or 'production') to utilize multiple underlying Kubernetes clusters for redundancy and capacity? Is it possible to associate a single environment with more than one cluster?
Environments & Data Planes Relationship (Multi-Cluster),"Certainly. The platform's structure follows a clear hierarchy:

    *   **Organization:** This is the top-level logical grouping, containing users and all resources, including projects and data planes. Data planes are connected at the organization level, meaning they are available for use by any project within that specific organization.
    *   **Project:** A project exists within an organization and represents a logical group of related components, typically forming a single application. Environments are provisioned *per project*.
    *   **Environments:** These are isolated deployment areas (like development, staging, production) that exist within a project. Each project can utilize one or more environments available in the organization's connected data plane(s).
    *   **Data Plane:** This is the underlying infrastructure layer where your applications are actually deployed and run. Data planes can be cloud-based (multi-tenant) or private (dedicated to a single organization).

    When you create an environment within a project, it gets linked to an automatically generated Kubernetes namespace within the data plane connected to your organization. Your application components, which belong to a project, are deployed as containers into a specific environment within that project.

    The relationship between environments and data planes dictates deployment and communication:
    *   **Deployment Location:** Components are deployed into the Kubernetes namespace associated with the chosen environment, which resides within the organization's data plane.
    *   **Communication Boundaries:** A key isolation principle is that services deployed in one environment *cannot* communicate directly with services deployed in a *different* environment, even if they are within the same project or organization and share the same underlying data plane infrastructure. Communication is typically restricted within an environment or explicitly configured across environments (if the platform allows for specific cross-environment patterns, which isn't detailed here but the core isolation between environments is stated). Services within the same environment, especially within the same project namespace, can communicate, subject to network visibility configurations (Project, Organization, Public).","I'm trying to grasp the overall structure of the platform. Could you explain the hierarchy from the top level down to where my application components actually run? Where do the data planes fit into this structure, and how does their relationship with organizations and environments determine the deployment location and potential communication boundaries for my services?"
